IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
47.236.168.17,2052,TRUE,SIN,Asia Pacific,Singapore,277 ms,3631 kB/s
47.237.83.20,8880,TRUE,SIN,Asia Pacific,Singapore,272 ms,3626 kB/s
47.236.83.239,80,TRUE,SIN,Asia Pacific,Singapore,276 ms,3620 kB/s
47.236.172.95,2082,TRUE,SIN,Asia Pacific,Singapore,274 ms,3615 kB/s
47.242.42.153,2086,TRUE,HKG,Asia Pacific,Hong Kong,62 ms,3615 kB/s
47.236.145.85,2052,TRUE,SIN,Asia Pacific,Singapore,279 ms,3610 kB/s
47.237.95.146,8080,TRUE,SIN,Asia Pacific,Singapore,281 ms,3603 kB/s
8.218.11.90,2095,TRUE,HKG,Asia Pacific,Hong Kong,66 ms,3598 kB/s
47.236.123.133,2052,TRUE,SIN,Asia Pacific,Singapore,279 ms,3598 kB/s
47.237.86.185,2095,TRUE,SIN,Asia Pacific,Singapore,261 ms,3593 kB/s
47.236.9.152,2095,TRUE,SIN,Asia Pacific,Singapore,278 ms,3588 kB/s
47.236.189.92,2095,TRUE,SIN,Asia Pacific,Singapore,269 ms,3588 kB/s
8.217.91.121,2095,TRUE,HKG,Asia Pacific,Hong Kong,67 ms,3587 kB/s
47.243.186.171,8880,TRUE,HKG,Asia Pacific,Hong Kong,70 ms,3584 kB/s
47.236.169.15,2082,TRUE,SIN,Asia Pacific,Singapore,275 ms,3577 kB/s
47.243.90.180,2095,TRUE,HKG,Asia Pacific,Hong Kong,59 ms,3572 kB/s
47.236.164.215,2082,TRUE,SIN,Asia Pacific,Singapore,280 ms,3570 kB/s
47.236.169.141,8880,TRUE,SIN,Asia Pacific,Singapore,277 ms,3568 kB/s
47.236.172.95,8880,TRUE,SIN,Asia Pacific,Singapore,274 ms,3568 kB/s
47.236.254.120,2052,TRUE,SIN,Asia Pacific,Singapore,273 ms,3565 kB/s
8.219.110.81,2086,TRUE,SIN,Asia Pacific,Singapore,274 ms,3564 kB/s
47.237.84.173,2082,TRUE,SIN,Asia Pacific,Singapore,270 ms,3563 kB/s
47.237.94.140,2095,TRUE,SIN,Asia Pacific,Singapore,289 ms,3563 kB/s
47.237.94.140,2086,TRUE,SIN,Asia Pacific,Singapore,290 ms,3562 kB/s
8.217.149.28,2082,TRUE,HKG,Asia Pacific,Hong Kong,69 ms,3561 kB/s
8.210.21.65,80,TRUE,HKG,Asia Pacific,Hong Kong,63 ms,3555 kB/s
47.237.94.140,80,TRUE,SIN,Asia Pacific,Singapore,290 ms,3555 kB/s
47.237.83.20,8080,TRUE,SIN,Asia Pacific,Singapore,282 ms,3548 kB/s
47.236.80.110,80,TRUE,SIN,Asia Pacific,Singapore,265 ms,3544 kB/s
47.236.102.102,2095,TRUE,SIN,Asia Pacific,Singapore,291 ms,3541 kB/s
8.218.18.132,2095,TRUE,HKG,Asia Pacific,Hong Kong,58 ms,3541 kB/s
47.76.146.1,2082,TRUE,HKG,Asia Pacific,Hong Kong,64 ms,3539 kB/s
47.236.10.100,80,TRUE,SIN,Asia Pacific,Singapore,265 ms,3526 kB/s
47.242.54.157,8880,TRUE,HKG,Asia Pacific,Hong Kong,66 ms,3526 kB/s
47.76.26.26,2086,TRUE,HKG,Asia Pacific,Hong Kong,60 ms,3517 kB/s
8.218.188.129,2052,TRUE,HKG,Asia Pacific,Hong Kong,62 ms,3516 kB/s
47.236.9.152,8880,TRUE,SIN,Asia Pacific,Singapore,274 ms,3512 kB/s
47.236.166.131,80,TRUE,SIN,Asia Pacific,Singapore,276 ms,3510 kB/s
47.236.104.11,2052,TRUE,SIN,Asia Pacific,Singapore,286 ms,3509 kB/s
47.237.100.206,8080,TRUE,SIN,Asia Pacific,Singapore,275 ms,3497 kB/s
47.237.125.8,2086,TRUE,SIN,Asia Pacific,Singapore,282 ms,3496 kB/s
47.76.29.115,2082,TRUE,HKG,Asia Pacific,Hong Kong,66 ms,3491 kB/s
47.237.8.82,80,TRUE,SIN,Asia Pacific,Singapore,282 ms,3487 kB/s
47.236.168.17,2082,TRUE,SIN,Asia Pacific,Singapore,272 ms,3484 kB/s
47.236.121.23,2086,TRUE,SIN,Asia Pacific,Singapore,284 ms,3473 kB/s
47.237.83.20,2052,TRUE,SIN,Asia Pacific,Singapore,272 ms,3473 kB/s
47.236.174.206,2082,TRUE,SIN,Asia Pacific,Singapore,271 ms,3462 kB/s
47.243.74.220,2086,TRUE,HKG,Asia Pacific,Hong Kong,60 ms,3461 kB/s
47.237.82.15,80,TRUE,SIN,Asia Pacific,Singapore,271 ms,3453 kB/s
47.76.225.255,2082,TRUE,HKG,Asia Pacific,Hong Kong,66 ms,3447 kB/s
8.217.159.210,8080,TRUE,HKG,Asia Pacific,Hong Kong,58 ms,3447 kB/s
47.237.125.8,2052,TRUE,SIN,Asia Pacific,Singapore,277 ms,3433 kB/s
47.242.234.127,2095,TRUE,HKG,Asia Pacific,Hong Kong,62 ms,3433 kB/s
47.236.75.152,8080,TRUE,SIN,Asia Pacific,Singapore,280 ms,3433 kB/s
47.237.95.140,2082,TRUE,SIN,Asia Pacific,Singapore,274 ms,3431 kB/s
47.237.125.8,2082,TRUE,SIN,Asia Pacific,Singapore,278 ms,3426 kB/s
8.219.153.237,2082,TRUE,NRT,Asia Pacific,Tokyo,380 ms,3425 kB/s
47.237.0.31,2086,TRUE,SIN,Asia Pacific,Singapore,279 ms,3421 kB/s
47.236.172.95,2052,TRUE,SIN,Asia Pacific,Singapore,276 ms,3420 kB/s
47.236.123.133,80,TRUE,SIN,Asia Pacific,Singapore,268 ms,3418 kB/s
47.236.167.231,2082,TRUE,SIN,Asia Pacific,Singapore,274 ms,3414 kB/s
47.242.42.153,80,TRUE,HKG,Asia Pacific,Hong Kong,58 ms,3414 kB/s
47.237.83.20,2086,TRUE,SIN,Asia Pacific,Singapore,264 ms,3413 kB/s
47.236.125.62,8880,TRUE,NRT,Asia Pacific,Tokyo,357 ms,3409 kB/s
47.243.169.63,8080,TRUE,HKG,Asia Pacific,Hong Kong,54 ms,3392 kB/s
47.242.107.109,8880,TRUE,HKG,Asia Pacific,Hong Kong,59 ms,3383 kB/s
47.237.81.112,8080,TRUE,SIN,Asia Pacific,Singapore,287 ms,3382 kB/s
8.219.66.156,2086,TRUE,NRT,Asia Pacific,Tokyo,363 ms,3379 kB/s
47.236.102.102,8080,TRUE,SIN,Asia Pacific,Singapore,286 ms,3375 kB/s
47.236.87.246,8080,TRUE,SIN,Asia Pacific,Singapore,278 ms,3370 kB/s
47.237.0.31,8880,TRUE,SIN,Asia Pacific,Singapore,278 ms,3368 kB/s
8.210.156.6,2086,TRUE,HKG,Asia Pacific,Hong Kong,63 ms,3364 kB/s
47.236.172.71,2052,TRUE,SIN,Asia Pacific,Singapore,275 ms,3364 kB/s
47.237.94.140,8080,TRUE,SIN,Asia Pacific,Singapore,272 ms,3363 kB/s
47.236.9.152,8080,TRUE,SIN,Asia Pacific,Singapore,280 ms,3363 kB/s
47.243.183.127,80,TRUE,HKG,Asia Pacific,Hong Kong,65 ms,3359 kB/s
47.236.144.196,2086,TRUE,SIN,Asia Pacific,Singapore,269 ms,3359 kB/s
8.218.122.55,2086,TRUE,HKG,Asia Pacific,Hong Kong,63 ms,3358 kB/s
47.237.125.8,8080,TRUE,SIN,Asia Pacific,Singapore,277 ms,3357 kB/s
8.218.146.204,2095,TRUE,HKG,Asia Pacific,Hong Kong,68 ms,3354 kB/s
47.245.126.151,8080,TRUE,SIN,Asia Pacific,Singapore,288 ms,3352 kB/s
8.219.110.81,8080,TRUE,SIN,Asia Pacific,Singapore,266 ms,3350 kB/s
8.217.149.28,8080,TRUE,HKG,Asia Pacific,Hong Kong,60 ms,3348 kB/s
47.237.125.8,80,TRUE,SIN,Asia Pacific,Singapore,270 ms,3348 kB/s
8.217.251.62,2095,TRUE,HKG,Asia Pacific,Hong Kong,68 ms,3339 kB/s
47.236.87.246,2052,TRUE,SIN,Asia Pacific,Singapore,276 ms,3339 kB/s
47.236.189.92,2086,TRUE,SIN,Asia Pacific,Singapore,267 ms,3331 kB/s
47.236.150.13,2086,TRUE,SIN,Asia Pacific,Singapore,270 ms,3327 kB/s
8.219.110.81,2082,TRUE,SIN,Asia Pacific,Singapore,274 ms,3327 kB/s
47.236.166.131,8080,TRUE,SIN,Asia Pacific,Singapore,267 ms,3311 kB/s
47.236.10.182,2082,TRUE,SIN,Asia Pacific,Singapore,282 ms,3310 kB/s
8.217.239.116,80,TRUE,HKG,Asia Pacific,Hong Kong,58 ms,3309 kB/s
8.218.155.238,8880,TRUE,HKG,Asia Pacific,Hong Kong,65 ms,3303 kB/s
47.236.167.231,8080,TRUE,SIN,Asia Pacific,Singapore,263 ms,3297 kB/s
47.237.81.112,2086,TRUE,SIN,Asia Pacific,Singapore,286 ms,3285 kB/s
47.243.186.171,2082,TRUE,HKG,Asia Pacific,Hong Kong,62 ms,3277 kB/s
47.236.93.176,2086,TRUE,SIN,Asia Pacific,Singapore,270 ms,3276 kB/s
47.242.234.127,8880,TRUE,HKG,Asia Pacific,Hong Kong,64 ms,3271 kB/s
47.236.144.196,2082,TRUE,SIN,Asia Pacific,Singapore,275 ms,3270 kB/s
47.236.93.176,80,TRUE,SIN,Asia Pacific,Singapore,280 ms,3268 kB/s
47.236.10.182,2086,TRUE,SIN,Asia Pacific,Singapore,297 ms,3262 kB/s
47.236.144.48,2095,TRUE,SIN,Asia Pacific,Singapore,268 ms,3256 kB/s
47.236.117.48,2095,TRUE,SIN,Asia Pacific,Singapore,271 ms,3253 kB/s
47.236.180.51,2086,TRUE,SIN,Asia Pacific,Singapore,281 ms,3253 kB/s
8.210.39.96,2095,TRUE,HKG,Asia Pacific,Hong Kong,59 ms,3229 kB/s
47.236.97.90,8880,TRUE,SIN,Asia Pacific,Singapore,280 ms,3229 kB/s
47.242.232.14,80,TRUE,HKG,Asia Pacific,Hong Kong,63 ms,3225 kB/s
47.236.167.231,2086,TRUE,SIN,Asia Pacific,Singapore,276 ms,3224 kB/s
47.236.180.51,80,TRUE,SIN,Asia Pacific,Singapore,273 ms,3223 kB/s
47.237.100.206,80,TRUE,SIN,Asia Pacific,Singapore,260 ms,3209 kB/s
47.237.86.185,2082,TRUE,SIN,Asia Pacific,Singapore,272 ms,3209 kB/s
47.236.75.113,2086,TRUE,SIN,Asia Pacific,Singapore,280 ms,3195 kB/s
47.237.84.173,2086,TRUE,SIN,Asia Pacific,Singapore,273 ms,3185 kB/s
47.236.168.17,8080,TRUE,SIN,Asia Pacific,Singapore,272 ms,3183 kB/s
47.236.165.25,8880,TRUE,SIN,Asia Pacific,Singapore,272 ms,3177 kB/s
47.236.83.239,8880,TRUE,SIN,Asia Pacific,Singapore,262 ms,3174 kB/s
8.219.66.156,2082,TRUE,NRT,Asia Pacific,Tokyo,355 ms,3168 kB/s
47.237.8.82,2052,TRUE,SIN,Asia Pacific,Singapore,278 ms,3168 kB/s
47.237.86.185,80,TRUE,SIN,Asia Pacific,Singapore,286 ms,3163 kB/s
47.237.84.173,2095,TRUE,SIN,Asia Pacific,Singapore,265 ms,3163 kB/s
47.236.168.17,8880,TRUE,SIN,Asia Pacific,Singapore,274 ms,3158 kB/s
47.243.60.150,8080,TRUE,HKG,Asia Pacific,Hong Kong,62 ms,3158 kB/s
47.236.144.156,80,TRUE,SIN,Asia Pacific,Singapore,278 ms,3152 kB/s
47.236.168.17,2086,TRUE,SIN,Asia Pacific,Singapore,282 ms,3148 kB/s
47.76.98.98,8080,TRUE,HKG,Asia Pacific,Hong Kong,66 ms,3147 kB/s
47.245.126.151,2095,TRUE,SIN,Asia Pacific,Singapore,297 ms,3147 kB/s
47.236.17.193,8880,TRUE,SIN,Asia Pacific,Singapore,271 ms,3121 kB/s
47.236.118.216,2052,TRUE,SIN,Asia Pacific,Singapore,287 ms,3120 kB/s
47.236.97.90,2095,TRUE,SIN,Asia Pacific,Singapore,284 ms,3113 kB/s
47.236.93.176,8080,TRUE,SIN,Asia Pacific,Singapore,274 ms,3111 kB/s
8.217.72.0,2095,TRUE,HKG,Asia Pacific,Hong Kong,60 ms,3111 kB/s
47.237.95.140,2086,TRUE,SIN,Asia Pacific,Singapore,286 ms,3106 kB/s
47.237.82.15,2052,TRUE,SIN,Asia Pacific,Singapore,284 ms,3090 kB/s
47.236.164.215,2095,TRUE,SIN,Asia Pacific,Singapore,277 ms,3079 kB/s
47.236.232.148,8080,TRUE,SIN,Asia Pacific,Singapore,272 ms,3048 kB/s
47.237.82.15,2095,TRUE,SIN,Asia Pacific,Singapore,276 ms,3038 kB/s
8.218.65.171,80,TRUE,HKG,Asia Pacific,Hong Kong,67 ms,3026 kB/s
47.237.121.38,8880,TRUE,SIN,Asia Pacific,Singapore,280 ms,3021 kB/s
47.237.95.140,2095,TRUE,SIN,Asia Pacific,Singapore,282 ms,3020 kB/s
47.236.125.62,8080,TRUE,NRT,Asia Pacific,Tokyo,348 ms,3019 kB/s
47.90.141.204,80,TRUE,LAX,North America,Los Angeles,233 ms,3012 kB/s
47.236.125.62,2082,TRUE,NRT,Asia Pacific,Tokyo,369 ms,3004 kB/s
47.236.168.17,2095,TRUE,SIN,Asia Pacific,Singapore,273 ms,3004 kB/s
8.223.2.222,80,TRUE,SIN,Asia Pacific,Singapore,67 ms,2996 kB/s
47.236.125.62,2086,TRUE,NRT,Asia Pacific,Tokyo,356 ms,2993 kB/s
8.210.65.1,80,TRUE,HKG,Asia Pacific,Hong Kong,59 ms,2983 kB/s
8.219.66.156,2095,TRUE,NRT,Asia Pacific,Tokyo,350 ms,2979 kB/s
47.236.87.246,2082,TRUE,SIN,Asia Pacific,Singapore,272 ms,2966 kB/s
8.218.48.92,80,TRUE,HKG,Asia Pacific,Hong Kong,59 ms,2965 kB/s
8.219.66.156,8880,TRUE,NRT,Asia Pacific,Tokyo,357 ms,2961 kB/s
47.242.42.153,8880,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,2954 kB/s
47.237.95.13,80,TRUE,SIN,Asia Pacific,Singapore,279 ms,2951 kB/s
47.236.171.205,8880,TRUE,SIN,Asia Pacific,Singapore,277 ms,2947 kB/s
47.236.171.205,80,TRUE,SIN,Asia Pacific,Singapore,268 ms,2946 kB/s
8.217.193.25,2086,TRUE,HKG,Asia Pacific,Hong Kong,63 ms,2943 kB/s
8.218.243.95,2095,TRUE,HKG,Asia Pacific,Hong Kong,64 ms,2942 kB/s
47.237.92.26,2086,TRUE,SIN,Asia Pacific,Singapore,275 ms,2925 kB/s
8.217.154.218,2052,TRUE,HKG,Asia Pacific,Hong Kong,72 ms,2915 kB/s
47.236.172.95,2095,TRUE,SIN,Asia Pacific,Singapore,281 ms,2914 kB/s
8.218.188.129,2095,TRUE,HKG,Asia Pacific,Hong Kong,65 ms,2910 kB/s
8.219.110.81,80,TRUE,SIN,Asia Pacific,Singapore,279 ms,2900 kB/s
47.242.42.153,2095,TRUE,HKG,Asia Pacific,Hong Kong,62 ms,2892 kB/s
47.237.92.26,2095,TRUE,SIN,Asia Pacific,Singapore,280 ms,2888 kB/s
8.218.11.90,80,TRUE,HKG,Asia Pacific,Hong Kong,60 ms,2886 kB/s
47.236.93.176,2095,TRUE,SIN,Asia Pacific,Singapore,273 ms,2875 kB/s
47.236.166.131,2095,TRUE,SIN,Asia Pacific,Singapore,271 ms,2875 kB/s
47.238.6.102,80,TRUE,HKG,Asia Pacific,Hong Kong,65 ms,2869 kB/s
8.210.34.188,2086,TRUE,HKG,Asia Pacific,Hong Kong,58 ms,2866 kB/s
47.243.60.150,2052,TRUE,HKG,Asia Pacific,Hong Kong,71 ms,2861 kB/s
47.236.253.41,2052,TRUE,SIN,Asia Pacific,Singapore,286 ms,2854 kB/s
47.236.232.148,2052,TRUE,SIN,Asia Pacific,Singapore,272 ms,2845 kB/s
47.236.180.51,2095,TRUE,SIN,Asia Pacific,Singapore,272 ms,2829 kB/s
47.236.17.193,80,TRUE,SIN,Asia Pacific,Singapore,272 ms,2816 kB/s
47.242.59.216,80,TRUE,HKG,Asia Pacific,Hong Kong,68 ms,2815 kB/s
8.218.211.17,2086,TRUE,HKG,Asia Pacific,Hong Kong,57 ms,2814 kB/s
8.217.250.222,8880,TRUE,HKG,Asia Pacific,Hong Kong,63 ms,2812 kB/s
8.223.3.253,80,TRUE,SIN,Asia Pacific,Singapore,78 ms,2787 kB/s
47.243.90.180,2086,TRUE,HKG,Asia Pacific,Hong Kong,65 ms,2783 kB/s
8.217.193.25,80,TRUE,HKG,Asia Pacific,Hong Kong,69 ms,2768 kB/s
8.218.181.189,2095,TRUE,HKG,Asia Pacific,Hong Kong,56 ms,2767 kB/s
47.236.144.208,8080,TRUE,SIN,Asia Pacific,Singapore,265 ms,2747 kB/s
47.236.164.215,2086,TRUE,SIN,Asia Pacific,Singapore,275 ms,2743 kB/s
47.245.126.151,2086,TRUE,SIN,Asia Pacific,Singapore,289 ms,2732 kB/s
8.218.18.132,2086,TRUE,HKG,Asia Pacific,Hong Kong,67 ms,2726 kB/s
47.243.183.127,2095,TRUE,HKG,Asia Pacific,Hong Kong,66 ms,2718 kB/s
47.243.183.127,2086,TRUE,HKG,Asia Pacific,Hong Kong,63 ms,2694 kB/s
47.76.204.76,80,TRUE,HKG,Asia Pacific,Hong Kong,57 ms,2692 kB/s
8.210.3.24,2095,TRUE,HKG,Asia Pacific,Hong Kong,59 ms,2682 kB/s
8.217.154.218,2095,TRUE,HKG,Asia Pacific,Hong Kong,66 ms,2678 kB/s
47.236.125.62,80,TRUE,NRT,Asia Pacific,Tokyo,357 ms,2673 kB/s
47.236.93.176,2052,TRUE,SIN,Asia Pacific,Singapore,288 ms,2669 kB/s
47.236.232.148,8880,TRUE,SIN,Asia Pacific,Singapore,271 ms,2665 kB/s
47.76.204.76,2095,TRUE,HKG,Asia Pacific,Hong Kong,58 ms,2645 kB/s
47.238.6.58,8080,TRUE,HKG,Asia Pacific,Hong Kong,67 ms,2632 kB/s
8.210.39.96,2052,TRUE,HKG,Asia Pacific,Hong Kong,57 ms,2631 kB/s
47.243.60.150,8880,TRUE,HKG,Asia Pacific,Hong Kong,63 ms,2624 kB/s
47.237.94.140,8880,TRUE,SIN,Asia Pacific,Singapore,285 ms,2602 kB/s
8.210.34.188,8080,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,2601 kB/s
47.237.95.140,2052,TRUE,SIN,Asia Pacific,Singapore,280 ms,2590 kB/s
8.218.122.55,2095,TRUE,HKG,Asia Pacific,Hong Kong,62 ms,2583 kB/s
8.217.193.25,2095,TRUE,HKG,Asia Pacific,Hong Kong,63 ms,2569 kB/s
8.218.3.198,2095,TRUE,HKG,Asia Pacific,Hong Kong,63 ms,2563 kB/s
8.218.122.55,8880,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,2561 kB/s
47.76.192.24,8080,TRUE,HKG,Asia Pacific,Hong Kong,62 ms,2550 kB/s
47.76.178.146,2095,TRUE,HKG,Asia Pacific,Hong Kong,54 ms,2539 kB/s
47.236.232.148,80,TRUE,SIN,Asia Pacific,Singapore,269 ms,2530 kB/s
8.218.11.90,2086,TRUE,HKG,Asia Pacific,Hong Kong,63 ms,2526 kB/s
8.217.159.210,8880,TRUE,HKG,Asia Pacific,Hong Kong,53 ms,2519 kB/s
47.236.168.17,80,TRUE,SIN,Asia Pacific,Singapore,274 ms,2504 kB/s
8.218.52.115,2095,TRUE,HKG,Asia Pacific,Hong Kong,65 ms,2485 kB/s
8.218.201.73,80,TRUE,HKG,Asia Pacific,Hong Kong,62 ms,2466 kB/s
47.238.6.102,2052,TRUE,HKG,Asia Pacific,Hong Kong,57 ms,2464 kB/s
47.237.95.140,80,TRUE,SIN,Asia Pacific,Singapore,271 ms,2463 kB/s
8.218.181.189,80,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,2460 kB/s
8.218.201.73,2086,TRUE,HKG,Asia Pacific,Hong Kong,63 ms,2457 kB/s
47.238.6.58,2086,TRUE,HKG,Asia Pacific,Hong Kong,71 ms,2451 kB/s
47.236.130.95,2082,TRUE,SIN,Asia Pacific,Singapore,275 ms,2434 kB/s
8.218.201.73,2095,TRUE,HKG,Asia Pacific,Hong Kong,63 ms,2372 kB/s
47.236.232.148,2086,TRUE,SIN,Asia Pacific,Singapore,277 ms,2333 kB/s
47.236.189.92,8880,TRUE,SIN,Asia Pacific,Singapore,279 ms,2327 kB/s
8.210.3.24,80,TRUE,HKG,Asia Pacific,Hong Kong,63 ms,2306 kB/s
47.236.130.95,2052,TRUE,SIN,Asia Pacific,Singapore,282 ms,2287 kB/s
8.217.72.0,8080,TRUE,HKG,Asia Pacific,Hong Kong,60 ms,2280 kB/s
8.217.239.116,2095,TRUE,HKG,Asia Pacific,Hong Kong,62 ms,2266 kB/s
8.219.66.156,8080,TRUE,NRT,Asia Pacific,Tokyo,351 ms,2262 kB/s
8.217.66.3,2086,TRUE,HKG,Asia Pacific,Hong Kong,65 ms,2238 kB/s
8.210.34.188,8880,TRUE,HKG,Asia Pacific,Hong Kong,62 ms,2232 kB/s
8.218.81.14,8080,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,2228 kB/s
47.76.29.115,2086,TRUE,HKG,Asia Pacific,Hong Kong,66 ms,2212 kB/s
47.238.6.58,2082,TRUE,HKG,Asia Pacific,Hong Kong,77 ms,2210 kB/s
47.236.202.91,2095,TRUE,SIN,Asia Pacific,Singapore,273 ms,2206 kB/s
47.236.202.91,2086,TRUE,SIN,Asia Pacific,Singapore,270 ms,2203 kB/s
47.243.74.220,2095,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,2202 kB/s
8.210.21.65,8080,TRUE,HKG,Asia Pacific,Hong Kong,63 ms,2201 kB/s
47.76.26.26,80,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,2198 kB/s
47.236.170.225,2052,TRUE,SIN,Asia Pacific,Singapore,265 ms,2174 kB/s
47.76.225.255,2086,TRUE,HKG,Asia Pacific,Hong Kong,68 ms,2170 kB/s
47.236.202.91,2052,TRUE,SIN,Asia Pacific,Singapore,285 ms,2166 kB/s
47.76.146.1,2086,TRUE,HKG,Asia Pacific,Hong Kong,66 ms,2163 kB/s
8.212.41.98,8080,TRUE,SJC,North America,San Jose,66 ms,2135 kB/s
47.237.11.182,80,TRUE,SIN,Asia Pacific,Singapore,285 ms,2123 kB/s
47.236.232.148,2095,TRUE,SIN,Asia Pacific,Singapore,278 ms,2120 kB/s
47.236.202.91,80,TRUE,SIN,Asia Pacific,Singapore,273 ms,2108 kB/s
8.218.204.128,2095,TRUE,HKG,Asia Pacific,Hong Kong,64 ms,2106 kB/s
47.237.95.13,8080,TRUE,SIN,Asia Pacific,Singapore,272 ms,2100 kB/s
47.236.130.95,2095,TRUE,SIN,Asia Pacific,Singapore,277 ms,2090 kB/s
47.236.10.182,8880,TRUE,SIN,Asia Pacific,Singapore,287 ms,2080 kB/s
47.236.202.91,2082,TRUE,SIN,Asia Pacific,Singapore,284 ms,2075 kB/s
47.74.155.26,80,TRUE,SIN,Asia Pacific,Singapore,94 ms,2034 kB/s
47.238.6.102,2086,TRUE,HKG,Asia Pacific,Hong Kong,62 ms,2026 kB/s
47.243.74.220,8080,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,2025 kB/s
8.218.174.118,80,TRUE,HKG,Asia Pacific,Hong Kong,65 ms,2024 kB/s
8.218.126.53,8080,TRUE,HKG,Asia Pacific,Hong Kong,64 ms,2001 kB/s
8.218.52.115,8080,TRUE,HKG,Asia Pacific,Hong Kong,69 ms,1994 kB/s
47.242.234.127,2086,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,1981 kB/s
47.236.130.95,8080,TRUE,SIN,Asia Pacific,Singapore,277 ms,1979 kB/s
8.212.41.98,80,TRUE,SIN,Asia Pacific,Singapore,62 ms,1953 kB/s
47.243.60.150,80,TRUE,HKG,Asia Pacific,Hong Kong,65 ms,1951 kB/s
8.218.174.118,8080,TRUE,HKG,Asia Pacific,Hong Kong,59 ms,1945 kB/s
47.237.11.182,2086,TRUE,SIN,Asia Pacific,Singapore,273 ms,1922 kB/s
47.237.95.13,2086,TRUE,SIN,Asia Pacific,Singapore,275 ms,1913 kB/s
47.76.98.98,8880,TRUE,HKG,Asia Pacific,Hong Kong,60 ms,1903 kB/s
8.218.126.53,2095,TRUE,HKG,Asia Pacific,Hong Kong,63 ms,1891 kB/s
8.219.240.160,2052,TRUE,SIN,Asia Pacific,Singapore,266 ms,1887 kB/s
47.237.11.182,2095,TRUE,SIN,Asia Pacific,Singapore,270 ms,1883 kB/s
47.236.170.225,8080,TRUE,SIN,Asia Pacific,Singapore,272 ms,1880 kB/s
47.236.125.62,2095,TRUE,NRT,Asia Pacific,Tokyo,347 ms,1859 kB/s
47.76.26.26,2082,TRUE,HKG,Asia Pacific,Hong Kong,66 ms,1851 kB/s
47.236.130.95,8880,TRUE,SIN,Asia Pacific,Singapore,266 ms,1791 kB/s
8.218.122.55,80,TRUE,HKG,Asia Pacific,Hong Kong,67 ms,1787 kB/s
47.237.11.182,2052,TRUE,SIN,Asia Pacific,Singapore,267 ms,1772 kB/s
47.238.6.58,2095,TRUE,HKG,Asia Pacific,Hong Kong,73 ms,1768 kB/s
47.76.98.98,80,TRUE,HKG,Asia Pacific,Hong Kong,60 ms,1750 kB/s
47.76.214.139,2095,TRUE,HKG,Asia Pacific,Hong Kong,60 ms,1733 kB/s
8.218.81.14,2095,TRUE,HKG,Asia Pacific,Hong Kong,63 ms,1718 kB/s
8.219.77.141,80,TRUE,SJC,North America,San Jose,271 ms,1712 kB/s
8.217.66.3,80,TRUE,HKG,Asia Pacific,Hong Kong,57 ms,1712 kB/s
8.217.251.62,80,TRUE,HKG,Asia Pacific,Hong Kong,69 ms,1665 kB/s
47.237.95.140,8080,TRUE,SIN,Asia Pacific,Singapore,272 ms,1649 kB/s
47.236.130.95,80,TRUE,SIN,Asia Pacific,Singapore,268 ms,1607 kB/s
8.218.211.17,8880,TRUE,HKG,Asia Pacific,Hong Kong,57 ms,1591 kB/s
47.237.95.140,8880,TRUE,SIN,Asia Pacific,Singapore,270 ms,1562 kB/s
8.210.175.109,80,TRUE,HKG,Asia Pacific,Hong Kong,59 ms,1556 kB/s
8.218.211.17,2082,TRUE,HKG,Asia Pacific,Hong Kong,57 ms,1555 kB/s
8.218.48.92,8080,TRUE,HKG,Asia Pacific,Hong Kong,62 ms,1553 kB/s
8.218.188.129,8880,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,1552 kB/s
47.236.170.225,2095,TRUE,SIN,Asia Pacific,Singapore,268 ms,1540 kB/s
8.217.159.210,80,TRUE,HKG,Asia Pacific,Hong Kong,58 ms,1528 kB/s
8.210.175.109,2095,TRUE,HKG,Asia Pacific,Hong Kong,61 ms,1506 kB/s
47.243.90.180,80,TRUE,HKG,Asia Pacific,Hong Kong,62 ms,1504 kB/s
47.243.173.187,2082,TRUE,HKG,Asia Pacific,Hong Kong,58 ms,1483 kB/s
47.236.170.225,80,TRUE,SIN,Asia Pacific,Singapore,281 ms,1479 kB/s
8.218.65.237,2095,TRUE,HKG,Asia Pacific,Hong Kong,63 ms,1471 kB/s
47.76.29.115,80,TRUE,HKG,Asia Pacific,Hong Kong,67 ms,1447 kB/s
47.236.170.225,2086,TRUE,SIN,Asia Pacific,Singapore,268 ms,1443 kB/s
47.242.234.127,8080,TRUE,HKG,Asia Pacific,Hong Kong,60 ms,1442 kB/s
8.218.181.189,8080,TRUE,HKG,Asia Pacific,Hong Kong,62 ms,1411 kB/s
47.243.107.148,8080,TRUE,HKG,Asia Pacific,Hong Kong,57 ms,1393 kB/s
47.236.170.225,2082,TRUE,SIN,Asia Pacific,Singapore,276 ms,1365 kB/s
